DateCollected,Site,ReproShootID,RhipidiumNumber,RhipidiumHt,SpatheStage,Seeds
2024-09-06,NSGNB,1,1,4,0,
2024-09-06,NSGNB,1,1,4,3.5,5
2024-09-06,NSGNB,1,2,10,3.5,7
2024-09-06,NSGNB,1,2,10,0,
2024-09-06,NSGNB,1,3,15.5,3.5,7
2024-09-06,NSGNB,1,3,15.5,PS,
2024-09-06,NSGNB,1,4,18.5,3.5,9
2024-09-06,NSGNB,1,4,18.5,PS,
2024-09-06,NSGNB,2,1,4,3.5,6
2024-09-06,NSGNB,2,1,4,1,
2024-09-06,NSGNB,2,2,10,3.5,6
2024-09-06,NSGNB,2,2,10,PS,
2024-09-06,NSGNB,2,3,14.5,0,
2024-09-06,NSGNB,2,4,20,1,
2024-09-06,NSGNB,2,4,20,0,
2024-09-06,NSGNB,3,1,3,PS,
2024-09-06,NSGNB,3,2,7,0,
2024-09-06,NSGNB,3,3,10,PS,
2024-09-06,NSGNB,3,4,16,0,
2024-09-06,NSGNB,4,1,3,4,4
2024-09-06,NSGNB,4,1,3,3.5,6
2024-09-06,NSGNB,4,2,6,4,3
2024-09-06,NSGNB,4,2,6,3.5,6
2024-09-06,NSGNB,4,2,6,0,
2024-09-06,NSGNB,4,3,10,0,
2024-09-06,NSGNB,4,3,10,0,
2024-09-06,NSGNB,4,3,10,2,
2024-09-06,NSGNB,4,4,16,4,8
2024-09-06,NSGNB,4,4,16,3.5,10
2024-09-06,NSGNB,4,4,16,0,
2024-09-06,NSGNB,5,1,5,0,
2024-09-06,NSGNB,5,2,11,0,
2024-09-06,NSGNB,5,2,11,PS,
2024-09-06,NSGNB,5,3,17,PS,
2024-09-06,NSGNB,5,3,17,PS,
2024-09-06,NSGNB,5,4,25,0,
2024-09-11,FMI,1,1,4,4,6
2024-09-11,FMI,1,1,4,0,
2024-09-11,FMI,1,1,4,3.5,6
2024-09-11,FMI,1,1,4,4,3
2024-09-11,FMI,1,2,9,4,3
2024-09-11,FMI,1,2,9,4,6
2024-09-11,FMI,1,2,9,0,
2024-09-11,FMI,1,2,9,0,
2024-09-11,FMI,1,2,9,3.5,9
2024-09-11,FMI,1,3,15,3.5,7
2024-09-11,FMI,1,3,15,0,
2024-09-11,FMI,1,3,15,4,1
2024-09-11,FMI,1,4,29,4,5
2024-09-11,FMI,1,4,29,0,
2024-09-11,FMI,1,4,29,3,
2024-09-11,FMI,1,4,29,4,7
2024-09-11,FMI,2,1,4,3.5,6
2024-09-11,FMI,2,1,4,PS,
2024-09-11,FMI,2,2,13,0,
2024-09-11,FMI,2,2,13,3.5,8
2024-09-11,FMI,2,3,18,3.5,11
2024-09-11,FMI,2,3,18,0,
2024-09-11,FMI,3,1,3,1,
2024-09-11,FMI,3,1,3,4,3
2024-09-11,FMI,3,1,3,0,
2024-09-11,FMI,3,1,3,4,4
2024-09-11,FMI,3,2,8,4,4
2024-09-11,FMI,3,2,8,3.5,6
2024-09-11,FMI,3,2,8,2,
2024-09-11,FMI,3,2,8,PS,
2024-09-11,FMI,3,3,14,4,5
2024-09-11,FMI,3,3,14,3.5,7
2024-09-11,FMI,3,3,14,0,
2024-09-11,FMI,3,3,14,PS,
2024-09-11,FMI,3,4,21,3.5,8
2024-09-11,FMI,3,4,21,1,
2024-09-11,FMI,4,1,4,3.5,3
2024-09-11,FMI,4,2,7,3.5,3
2024-09-11,FMI,4,2,7,3.5,4
2024-09-11,FMI,4,2,7,0,
2024-09-11,FMI,4,3,12,3.5,5
2024-09-11,FMI,4,3,12,1,
2024-09-11,FMI,4,3,12,PS,
2024-09-11,FMI,4,4,19,4,3
2024-09-11,FMI,4,4,19,3.5,7
2024-09-11,FMI,4,4,19,0,
2024-09-11,FMI,4,4,19,PS,
2024-09-11,FMI,5,1,7,3.5,3
2024-09-11,FMI,5,2,11,3.5,3
2024-09-11,FMI,5,2,11,PS,
2024-09-11,FMI,5,3,15,4,2
2024-09-11,FMI,5,3,15,3.5,3
2024-09-11,FMI,5,3,15,PS,
2024-09-23,FMI,1,1,4,3.5,8
2024-09-23,FMI,1,1,4,0,
2024-09-23,FMI,1,1,4,3,
2024-09-23,FMI,1,2,8.5,3.5,8
2024-09-23,FMI,1,2,8.5,0,
2024-09-23,FMI,1,3,14,3.5,8
2024-09-23,FMI,1,3,14,0,
2024-09-23,FMI,1,4,18,4,5
2024-09-23,FMI,1,4,18,3.5,7
2024-09-23,FMI,1,4,18,0,
2024-09-23,FMI,2,1,3.5,4,6
2024-09-23,FMI,2,1,3.5,3.5,3
2024-09-23,FMI,2,1,3.5,0,
2024-09-23,FMI,2,1,3.5,4,3
2024-09-23,FMI,2,2,7,5,4
2024-09-23,FMI,2,2,7,4,3
2024-09-23,FMI,2,2,7,3.5,6
2024-09-23,FMI,2,3,12,4,6
2024-09-23,FMI,2,3,12,4,3
2024-09-23,FMI,2,3,12,3,
2024-09-23,FMI,2,4,18,0,
2024-09-23,FMI,2,4,18,4,9
2024-09-23,FMI,2,4,18,3.5,8
2024-09-23,FMI,3,1,1,1,
2024-09-23,FMI,3,2,6,0,
2024-09-23,FMI,3,3,12,0,
2024-09-23,FMI,3,4,20,1,
2024-09-23,FMI,4,1,2,3.5,7
2024-09-23,FMI,4,1,2,0,
2024-09-23,FMI,4,2,7,3.5,8
2024-09-23,FMI,4,2,7,0,
2024-09-23,FMI,4,3,12,0,
2024-09-23,FMI,4,3,12,PS,
2024-09-23,FMI,4,4,21.5,1,
2024-09-23,FMI,4,4,21.5,3.5,9
2024-09-23,FMI,5,1,5.5,4,4
2024-09-23,FMI,5,1,5.5,4,2
2024-09-23,FMI,5,1,5.5,3.5,3
2024-09-23,FMI,5,2,11,5,5
2024-09-23,FMI,5,2,11,4,4
2024-09-23,FMI,5,2,11,1,
2024-09-23,FMI,5,2,11,3.5,4
2024-09-23,FMI,5,3,15,4,5
2024-09-23,FMI,5,4,20,4,6
2024-09-23,FMI,5,4,20,0,
2024-09-23,FMI,5,4,20,3.5,5
2024-09-23,FPT,1,1,10,5,4
2024-09-23,FPT,1,1,10,5,3
2024-09-23,FPT,1,1,10,4,3
2024-09-23,FPT,1,1,10,3.5,5
2024-09-23,FPT,1,1,10,unk,
2024-09-23,FPT,1,1,10,unk,
2024-09-23,FPT,1,2,17.5,unk,
2024-09-23,FPT,1,2,17.5,unk,
2024-09-23,FPT,1,2,17.5,5,2
2024-09-23,FPT,1,2,17.5,5,4
2024-09-23,FPT,1,2,17.5,4,5
2024-09-23,FPT,1,2,17.5,3.5,5
2024-09-23,FPT,1,3,23.5,unk,
2024-09-23,FPT,1,3,23.5,unk,
2024-09-23,FPT,1,4,32.5,unk,
2024-09-23,FPT,1,4,32.5,5,4
2024-09-23,FPT,1,4,32.5,5,5
2024-09-23,FPT,1,4,32.5,6,
2024-09-23,FPT,1,5,38,unk,
2024-09-23,FPT,1,5,38,3.5,6
2024-09-23,FPT,1,5,38,0,
2024-09-23,FPT,2,1,15,4,2
2024-09-23,FPT,2,1,15,3.5,4
2024-09-23,FPT,2,2,22,4,7
2024-09-23,FPT,2,2,22,0,
2024-09-23,FPT,2,3,31,4,5
2024-09-23,FPT,2,4,34,4,4
2024-09-23,FPT,2,4,34,1,
2024-09-23,FPT,3,1,9,0,
2024-09-23,FPT,3,1,9,4,3
2024-09-23,FPT,3,2,17,0,
2024-09-23,FPT,3,2,17,4,4
2024-09-23,FPT,3,2,17,3.5,6
2024-09-23,FPT,3,3,22.5,unk,
2024-09-23,FPT,3,3,22.5,3.5,7
2024-09-23,FPT,3,4,34,5,7
2024-09-23,FPT,3,4,34,0,
2024-09-23,FPT,3,4,34,4,8
2024-09-23,FPT,4,1,6,5,5
2024-09-23,FPT,4,1,6,3.5,3
2024-09-23,FPT,4,1,6,0,
2024-09-23,FPT,4,2,11.5,5,2
2024-09-23,FPT,4,2,11.5,4,2
2024-09-23,FPT,4,2,11.5,3.5,4
2024-09-23,FPT,4,2,11.5,5,4
2024-09-23,FPT,4,3,17,5,4
2024-09-23,FPT,4,3,17,4,5
2024-09-23,FPT,4,3,17,0,
2024-09-23,FPT,4,3,17,4,7
2024-09-23,FPT,4,4,19.5,5,1
2024-09-23,FPT,4,4,19.5,3.5,4
2024-09-23,FPT,4,4,19.5,5,7
2024-09-23,FPT,4,4,19.5,5,6
2024-09-23,FPT,4,4,19.5,0,
2024-09-23,FPT,5,1,3,4,2
2024-09-23,FPT,5,1,3,3.5,2
2024-09-23,FPT,5,1,3,0,
2024-09-23,FPT,5,1,3,unk,
2024-09-23,FPT,5,2,8.5,4,4
2024-09-23,FPT,5,2,8.5,3.5,6
2024-09-23,FPT,5,2,8.5,PS,
2024-09-23,FPT,5,3,14.5,5,5
2024-09-23,FPT,5,3,14.5,4,4
2024-09-23,FPT,5,3,14.5,0,
2024-09-23,FPT,5,4,21,5,1
2024-09-23,FPT,5,5,33,4,7
2024-09-23,FPT,5,5,33,3.5,8
2024-09-23,FPT,5,5,33,PS,
2024-09-23,NSGNB,1,1,8,5,2
2024-09-23,NSGNB,1,1,8,unk,
2024-09-23,NSGNB,1,2,12,5,3
2024-09-23,NSGNB,1,2,12,unk,
2024-09-23,NSGNB,1,2,12,unk,
2024-09-23,NSGNB,1,3,17,4,3
2024-09-23,NSGNB,1,3,17,5,4
2024-09-23,NSGNB,1,3,17,unk,
2024-09-23,NSGNB,1,4,24,4,4
2024-09-23,NSGNB,1,4,24,4,3
2024-09-23,NSGNB,1,4,24,0,
2024-09-23,NSGNB,2,1,4,0,
2024-09-23,NSGNB,2,1,4,4,3
2024-09-23,NSGNB,2,2,8,3.5,6
2024-09-23,NSGNB,2,2,8,0,
2024-09-23,NSGNB,2,3,10,3.5,6
2024-09-23,NSGNB,2,3,10,3.5,7
2024-09-23,NSGNB,2,4,15,0,
2024-09-23,NSGNB,2,4,15,3.5,6
2024-09-23,NSGNB,3,1,4,unk,
2024-09-23,NSGNB,3,2,9.5,unk,
2024-09-23,NSGNB,3,2,9.5,5,3
2024-09-23,NSGNB,3,3,15,5,3
2024-09-23,NSGNB,3,3,15,4,2
2024-09-23,NSGNB,3,3,15,unk,
2024-09-23,NSGNB,3,4,19.5,5,5
2024-09-23,NSGNB,3,4,19.5,3.5,3
2024-09-23,NSGNB,3,4,19.5,0,
2024-09-23,NSGNB,3,5,27,4,3
2024-09-23,NSGNB,3,5,27,3.5,6
2024-09-23,NSGNB,3,5,27,PS,
2024-09-23,NSGNB,4,1,1,4,1
2024-09-23,NSGNB,4,1,1,5,2
2024-09-23,NSGNB,4,1,1,unk,
2024-09-23,NSGNB,4,2,5.5,unk,
2024-09-23,NSGNB,4,2,5.5,unk,
2024-09-23,NSGNB,4,2,5.5,unk,
2024-09-23,NSGNB,4,3,11,5,3
2024-09-23,NSGNB,4,3,11,unk,
2024-09-23,NSGNB,4,4,16.5,3.5,4
2024-09-23,NSGNB,4,4,16.5,5,6
2024-09-23,NSGNB,4,4,16.5,0,
2024-09-23,NSGNB,4,5,26.5,0,
2024-09-23,NSGNB,4,5,26.5,4,3
2024-09-23,NSGNB,4,5,26.5,5,3
2024-09-23,NSGNB,5,1,5,3.5,4
2024-09-23,NSGNB,5,1,5,0,
2024-09-23,NSGNB,5,2,10,3.5,6
2024-09-23,NSGNB,5,2,10,PS,
2024-09-23,NSGNB,5,3,20,0,
2024-09-23,NSGNB,5,3,20,PS,
2024-10-08,FMI,1,1,7,0,
2024-10-08,FMI,1,2,15.5,0,
2024-10-08,FMI,1,3,29,0,
2024-10-08,FMI,2,1,3.5,4,3
2024-10-08,FMI,2,1,3.5,6,
2024-10-08,FMI,2,1,3.5,unk,
2024-10-08,FMI,2,1,3.5,unk,
2024-10-08,FMI,2,1,3.5,5,1
2024-10-08,FMI,2,2,7.5,5,1
2024-10-08,FMI,2,2,7.5,6,
2024-10-08,FMI,2,2,7.5,unk,
2024-10-08,FMI,2,3,13.5,unk,
2024-10-08,FMI,2,3,13.5,unk,
2024-10-08,FMI,2,3,13.5,6,
2024-10-08,FMI,2,4,22,unk,
2024-10-08,FMI,2,4,22,6,
2024-10-08,FMI,3,1,4,4,1
2024-10-08,FMI,3,2,8,4,4
2024-10-08,FMI,3,2,8,3.5,2
2024-10-08,FMI,3,3,12.5,5,1
2024-10-08,FMI,3,3,12.5,unk,
2024-10-08,FMI,3,4,20,5,1
2024-10-08,FMI,3,4,20,3.5,4
2024-10-08,FMI,4,1,4,2,
2024-10-08,FMI,4,1,4,0,
2024-10-08,FMI,4,2,9.5,4,4
2024-10-08,FMI,4,2,9.5,4,4
2024-10-08,FMI,4,2,9.5,3.5,5
2024-10-08,FMI,4,3,17,4,2
2024-10-08,FMI,4,3,17,unk,
2024-10-08,FMI,4,4,20,5,4
2024-10-08,FMI,5,1,7,5,4
2024-10-08,FMI,5,1,7,4,2
2024-10-08,FMI,5,2,13,4,1
2024-10-08,FMI,5,2,13,3.5,4
2024-10-08,FMI,5,3,20,5,1
2024-10-08,FMI,5,3,20,3.5,5
2024-10-08,FMI,5,3,20,unk,
2024-10-08,FMI,5,4,27,5,3
2024-10-08,FMI,5,4,27,4,3
2024-10-08,FMI,5,4,27,4,4
2024-10-08,FMI,5,4,27,3.5,3
2024-10-08,FMI,5,5,34,5,4
2024-10-08,FMI,5,5,34,4,4
2024-10-08,FMI,5,5,34,unk,
2024-10-08,FPT,1,1,8,4,4
2024-10-08,FPT,1,1,8,4,1
2024-10-08,FPT,1,1,8,4,3
2024-10-08,FPT,1,2,15,4,5
2024-10-08,FPT,1,2,15,5,2
2024-10-08,FPT,1,2,15,4,4
2024-10-08,FPT,1,2,15,3.5,4
2024-10-08,FPT,1,3,32,5,3
2024-10-08,FPT,1,3,32,4,6
2024-10-08,FPT,1,3,32,6,
2024-10-08,FPT,1,4,38,4,6
2024-10-08,FPT,1,4,38,PS,
2024-10-08,FPT,1,4,38,3.5,5
2024-10-08,FPT,2,1,8,unk,
2024-10-08,FPT,2,1,8,5,2
2024-10-08,FPT,2,1,8,4,5
2024-10-08,FPT,2,1,8,3.5,4
2024-10-08,FPT,2,1,8,0,
2024-10-08,FPT,2,2,23,unk,
2024-10-08,FPT,2,3,27,6,
2024-10-08,FPT,2,4,33.5,4,6
2024-10-08,FPT,2,4,33.5,5,6
2024-10-08,FPT,2,5,39.5,4,2
2024-10-08,FPT,2,5,39.5,3.5,5
2024-10-08,FPT,2,5,39.5,PS,
2024-10-08,FPT,3,1,7,4,6
2024-10-08,FPT,3,1,7,6,
2024-10-08,FPT,3,1,7,0,
2024-10-08,FPT,3,1,7,4,4
2024-10-08,FPT,3,2,16,5,8
2024-10-08,FPT,3,2,16,4,3
2024-10-08,FPT,3,2,16,5,5
2024-10-08,FPT,3,2,16,3.5,2
2024-10-08,FPT,3,3,26,unk,
2024-10-08,FPT,3,4,29.5,5,6
2024-10-08,FPT,3,4,29.5,4,5
2024-10-08,FPT,4,1,12,0,
2024-10-08,FPT,4,2,19,0,
2024-10-08,FPT,4,3,27,3.5,6
2024-10-08,FPT,4,3,27,PS,
2024-10-08,FPT,5,1,5,0,
2024-10-08,FPT,5,1,5,4,5
2024-10-08,FPT,5,1,5,3.5,5
2024-10-08,FPT,5,2,13.5,0,
2024-10-08,FPT,5,2,13.5,4,7
2024-10-08,FPT,5,2,13.5,3.5,7
2024-10-08,FPT,5,3,22,0,
2024-10-08,FPT,5,3,22,4,8
2024-10-08,FPT,5,3,22,3.5,6
2024-10-08,FPT,5,4,27,5,9
2024-10-08,FPT,5,5,34,4,7
2024-10-08,FPT,5,6,41.5,3.5,8
2024-10-08,FPT,5,6,41.5,PS,
2024-10-08,NSGNB,1,1,4.5,PS,
2024-10-08,NSGNB,1,2,15,1,
2024-10-08,NSGNB,2,1,2,PS,
2024-10-08,NSGNB,2,1,2,3.5,5
2024-10-08,NSGNB,2,2,5.5,1,
2024-10-08,NSGNB,2,3,10.5,3.5,7
2024-10-08,NSGNB,2,4,12,0,
2024-10-08,NSGNB,3,1,3,unk,
2024-10-08,NSGNB,3,1,3,4,2
2024-10-08,NSGNB,3,1,3,3.5,2
2024-10-08,NSGNB,3,2,6,unk,
2024-10-08,NSGNB,3,2,6,unk,
2024-10-08,NSGNB,3,2,6,unk,
2024-10-08,NSGNB,3,2,6,unk,
2024-10-08,NSGNB,3,3,10,unk,
2024-10-08,NSGNB,3,3,10,3.5,4
2024-10-08,NSGNB,3,3,10,3.5,2
2024-10-08,NSGNB,3,3,10,5,4
2024-10-08,NSGNB,3,4,17,unk,
2024-10-08,NSGNB,3,4,17,6,
2024-10-08,NSGNB,3,4,17,4,3
2024-10-08,NSGNB,3,4,17,0,
2024-10-08,NSGNB,4,1,4,unk,
2024-10-08,NSGNB,4,1,4,4,2
2024-10-08,NSGNB,4,2,7,unk,
2024-10-08,NSGNB,4,3,11,4,1
2024-10-08,NSGNB,4,3,11,5,2
2024-10-08,NSGNB,4,4,15,3.5,2
2024-10-08,NSGNB,5,1,2.5,unk,
2024-10-08,NSGNB,5,1,2.5,6,
2024-10-08,NSGNB,5,2,8,5,3
2024-10-08,NSGNB,5,2,8,4,2
2024-10-08,NSGNB,5,2,8,unk,
2024-10-08,NSGNB,5,3,13,unk,
2024-10-08,NSGNB,5,3,13,unk,
2024-10-08,NSGNB,5,4,21,1,
2024-10-21,FMI,1,1,5,1,
2024-10-21,FMI,1,1,5,3.5,5
2024-10-21,FMI,1,2,11,4,7
2024-10-21,FMI,1,2,11,2,
2024-10-21,FMI,1,3,17.5,4,8
2024-10-21,FMI,2,1,10.5,5,8
2024-10-21,FMI,2,1,10.5,4,3
2024-10-21,FMI,2,1,10.5,3.5,6
2024-10-21,FMI,2,2,18,1,
2024-10-21,FMI,2,2,18,2,
2024-10-21,FMI,2,3,27.5,4,6
2024-10-21,FMI,2,3,27.5,0,
2024-10-21,FMI,2,3,27.5,2,
2024-10-21,FMI,3,1,6,1,
2024-10-21,FMI,3,1,6,4,9
2024-10-21,FMI,3,1,6,2,
2024-10-21,FMI,3,2,10,2,
2024-10-21,FMI,3,2,10,4,8
2024-10-21,FMI,3,3,15.5,1,
2024-10-21,FMI,3,3,15.5,2,
2024-10-21,FMI,3,4,24,4,4
2024-10-21,FMI,3,4,24,unk,
2024-10-21,FMI,4,1,2.5,PS,
2024-10-21,FMI,4,2,5,PS,
2024-10-21,FMI,4,3,10,PS,
2024-10-21,FMI,4,3,10,PS,
2024-10-21,FMI,4,4,15.5,1,
2024-10-21,FMI,4,4,15.5,PS,
2024-10-21,FMI,5,1,6,0,
2024-10-21,FMI,5,1,6,4,5
2024-10-21,FMI,5,1,6,unk,
2024-10-21,FMI,5,2,12,6,
2024-10-21,FMI,5,2,12,unk,
2024-10-21,FMI,5,3,18.5,1,
2024-10-21,FMI,5,3,18.5,3.5,6
2024-10-21,FMI,5,4,27,PS,
2024-10-21,FMI,5,4,27,4,8
2024-10-21,FMI,5,4,27,2,
2024-10-21,FPT,1,1,4,PS,
2024-10-21,FPT,1,2,11,0,
2024-10-21,FPT,1,2,11,3.5,2
2024-10-21,FPT,1,2,11,2,
2024-10-21,FPT,1,3,20,0,
2024-10-21,FPT,1,3,20,2,
2024-10-21,FPT,1,4,29,0,
2024-10-21,FPT,1,5,35.5,0,
2024-10-21,FPT,1,5,35.5,3.5,10
2024-10-21,FPT,1,5,35.5,4,10
2024-10-21,FPT,2,1,16,2,
2024-10-21,FPT,2,2,22.5,6,
2024-10-21,FPT,2,2,22.5,6,
2024-10-21,FPT,2,2,22.5,unk,
2024-10-21,FPT,2,3,36,unk,
2024-10-21,FPT,3,1,6,0,
2024-10-21,FPT,3,1,6,3.5,6
2024-10-21,FPT,3,1,6,3.5,1
2024-10-21,FPT,3,2,15.5,4,10
2024-10-21,FPT,3,2,15.5,0,
2024-10-21,FPT,3,3,21,0,
2024-10-21,FPT,3,3,21,unk,
2024-10-21,FPT,3,4,29.5,4,12
2024-10-21,FPT,3,4,29.5,3.5,4
2024-10-21,FPT,3,4,29.5,0,
2024-10-21,FPT,3,5,32,4,9
2024-10-21,FPT,3,5,32,2,
2024-10-21,FPT,4,1,16,3.5,4
2024-10-21,FPT,4,2,22.5,2,
2024-10-21,FPT,4,3,33,3,
2024-10-21,FPT,5,1,16.5,6,
2024-10-21,FPT,5,2,25,6,
2024-10-21,FPT,5,3,30,3.5,8
2024-10-21,FPT,5,4,44,4,7
2024-10-21,FPT,5,4,44,2,
2024-10-21,FPT,5,4,44,unk,
2024-10-21,NSGNB,1,1,13,4,6
2024-10-21,NSGNB,1,1,13,3.5,4
2024-10-21,NSGNB,1,2,17,4,5
2024-10-21,NSGNB,1,2,17,1,
2024-10-21,NSGNB,1,3,25,4,3
2024-10-21,NSGNB,1,3,25,2,
2024-10-21,NSGNB,2,1,6,1,
2024-10-21,NSGNB,2,1,6,3.5,5
2024-10-21,NSGNB,2,2,12.5,PS,
2024-10-21,NSGNB,2,2,12.5,unk,
2024-10-21,NSGNB,2,3,25,4,6
2024-10-21,NSGNB,2,3,25,2,
2024-10-21,NSGNB,3,1,10.5,0,
2024-10-21,NSGNB,3,2,18,0,
2024-10-21,NSGNB,3,2,18,0,
2024-10-21,NSGNB,4,1,6,unk,
2024-10-21,NSGNB,4,1,6,unk,
2024-10-21,NSGNB,4,2,11.5,unk,
2024-10-21,NSGNB,4,2,11.5,unk,
2024-10-21,NSGNB,4,3,17,unk,
2024-10-21,NSGNB,4,4,23,unk,
2024-10-21,NSGNB,4,4,23,unk,
2024-10-21,NSGNB,5,1,5,3.5,3
2024-10-21,NSGNB,5,1,5,1,
2024-10-21,NSGNB,5,2,9,1,
2024-10-21,NSGNB,5,3,12.5,unk,
2024-10-21,NSGNB,5,4,20,0,
